Rk,Player,Position,Game,Games Started,Mins Played,Field Goals,Field Goal Attempts,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,Points,Awards
177,Kevin Porter Jr.,SG,75,4,19.8,3.9,8.7,0.449,0.7,2.4,0.311,3.2,6.3,0.501,0.492,1.7,2.3,0.769,0.6,3.1,3.7,1.9,0.9,0.3,0.6,0.6,3.1,
181,De'Anthony Melton,SG,6,2,20.2,3.7,9,0.407,2.2,5.8,0.371,1.5,3.2,0.474,0.528,0.8,1.3,0.625,1,2.3,3.3,0.5,0.1,0.3,0.4,1.4,3.1,
182,Isaiah Joe,SG,74,16,21.7,3.5,7.9,0.44,2.6,6.3,0.412,0.9,1.6,0.549,0.604,0.6,0.8,0.821,0.6,2.1,2.6,0.6,0.5,0.3,0.4,0.9,3,
191,Andrew Nembhard,SG,65,65,28.9,3.8,8.3,0.458,0.8,2.7,0.291,3,5.6,0.538,0.506,1.7,2.1,0.794,0.5,2.8,3.3,1.3,0.3,0.5,0.7,1.9,3,
193,Kevin Huerter,SG,69,31,24.3,3.7,8.8,0.425,1.9,5.7,0.338,1.8,3.1,0.587,0.535,0.5,0.7,0.714,0.4,2.5,3,0.5,1,0,1,0,3,
197,Nick Smith Jr.,SG,60,27,22.8,3.7,9.5,0.391,1.7,5.1,0.34,2,4.4,0.45,0.482,0.7,0.8,0.935,0.2,1.9,2.1,0.5,0.3,0.1,0.6,0.7,3,
199,Moses Moody,SG,74,34,22.3,3.3,7.7,0.433,1.7,4.6,0.374,1.6,3.1,0.519,0.544,1.4,1.8,0.797,0.7,1.9,2.6,0,0.3,0.3,0.3,2.7,3,
200,Amir Coffey,SG,72,13,24.3,3.3,7.1,0.471,1.4,3.4,0.409,1.9,3.7,0.529,0.57,1.6,1.8,0.891,0.4,1.8,2.2,0.8,0.2,0.2,0.3,1.3,2.9,
201,Max Christie,SG,78,36,27.3,3.2,7.6,0.427,1.5,4,0.366,1.8,3.5,0.496,0.525,1.7,1.9,0.855,0.5,2.8,3.3,1.3,0.5,0.1,0.7,0.6,2.9,
204,Miles McBride,SG,64,10,24.9,3.5,8.5,0.406,1.8,4.9,0.369,1.7,3.7,0.455,0.511,0.8,1,0.813,0.7,1.8,2.5,0.6,0.2,0.5,0.7,1.5,2.9,
206,Nickeil Alexander-Walker,SG,82,10,25.3,3.3,7.5,0.438,1.7,4.5,0.381,1.6,3,0.524,0.553,1.1,1.4,0.78,0.7,2.6,3.2,0.2,0.1,0.2,0.3,0.5,2.9,
218,A.J. Lawson,SG,26,2,18.7,3.1,7.3,0.421,1.3,3.9,0.327,1.8,3.4,0.528,0.508,1.7,2.4,0.683,0.8,2.5,3.3,1.3,0.6,0.2,0.5,0.6,2.7,
222,Jared Butler,SG,60,17,17.4,3.4,7.6,0.448,1,2.8,0.355,2.4,4.7,0.504,0.514,1.3,1.5,0.824,0.4,1.4,1.8,0.7,0.2,0,0.3,0.2,2.7,
227,Julian Strawther,SG,65,4,21.3,3.2,7.5,0.432,1.4,4.1,0.349,1.8,3.3,0.535,0.529,1.1,1.4,0.822,0.3,1.9,2.2,0.3,0.3,0.3,0.3,0.7,2.7,
231,Johnny Juzang,SG,64,18,19.8,3.2,7.4,0.429,1.8,4.9,0.376,1.3,2.5,0.534,0.554,0.7,0.8,0.849,0.7,2.2,2.9,1.8,0.9,0.1,0.6,1,2.6,
232,Luke Kennard,SG,65,11,22.6,3.2,6.6,0.478,1.7,4,0.433,1.4,2.6,0.547,0.609,0.8,0.9,0.895,0.6,2.2,2.8,0.7,0.3,0,0.4,1.1,2.6,
239,Kentavious Caldwell-Pope,SG,77,77,29.6,3.1,7.1,0.439,1.5,4.3,0.342,1.6,2.8,0.589,0.543,1.1,1.2,0.863,0.4,1.8,2.2,0.4,0.3,0.3,0.2,0.7,2.6,
242,Kyshawn George,SG,68,38,26.5,3,8,0.372,1.7,5.2,0.322,1.3,2.8,0.464,0.476,1,1.4,0.753,0.7,3.5,4.2,0.4,0.2,0.1,0.3,0.9,2.6,
243,Jaden Hardy,SG,57,3,15.9,3.2,7.3,0.435,1.3,3.5,0.386,1.8,3.8,0.479,0.527,1.1,1.5,0.698,0.2,1.4,1.6,0.8,0.6,0.1,0.4,1,2.5,
245,Tyrese Martin,SG,60,11,21.9,3.2,7.8,0.406,1.7,4.7,0.351,1.5,3.1,0.492,0.513,0.8,1,0.793,1,2.7,3.7,0.4,0.2,0.4,0.6,1.8,2.5,
248,Ja'Kobe Walter,SG,52,18,21.2,3.1,7.6,0.405,1.3,3.6,0.349,1.8,4,0.454,0.487,1.3,1.6,0.795,1.1,1.9,3.1,0.3,0.2,0,0.2,0.6,2.5,
251,Jared Rhoden,SG,14,2,16.2,3,6.2,0.483,0.9,2.8,0.308,2.1,3.4,0.625,0.552,1.6,1.8,0.88,1,2,3,1.1,0.3,0.1,0.5,1,2.5,
252,Jaylen Nowell,SG,8,0,21,3.3,9.1,0.356,1,3.4,0.296,2.3,5.8,0.391,0.411,0.9,1.4,0.636,0.8,1.8,2.5,1.2,0.4,0.1,0.5,0.5,2.5,
253,Cason Wallace,SG,68,43,27.6,3.4,7.2,0.474,1.1,3.1,0.356,2.3,4.1,0.562,0.55,0.4,0.5,0.811,1,2.3,3.4,0.3,0.4,0.2,0.2,0.5,2.4,
257,Keon Ellis,SG,80,28,24.4,2.8,5.8,0.489,1.7,4,0.433,1.1,1.8,0.615,0.639,0.9,1.1,0.849,0.8,1.9,2.7,0.4,0.2,0.4,0.3,1.2,2.4,
269,Terance Mann,SG,67,13,21.1,3.1,6.2,0.496,0.9,2.4,0.368,2.2,3.7,0.58,0.569,0.7,1,0.691,1,2,3,0.9,0.7,0.3,0.3,0.7,2.4,
271,AJ Johnson,SG,29,11,22,2.8,7.3,0.385,0.8,3.1,0.267,2,4.2,0.472,0.441,1.1,1.3,0.865,0.3,1.8,2,0.3,0.1,0,0.4,0.4,2.3,
274,Garrison Mathews,SG,47,2,17.7,2.2,5.5,0.397,1.8,4.6,0.39,0.4,0.8,0.436,0.562,1.4,1.7,0.821,0.3,1.6,1.9,0.8,0.3,0.1,0.5,0.5,2.3,
275,Matisse Thybulle,SG,15,5,20.8,2.8,5.9,0.477,1.4,3.2,0.438,1.4,2.7,0.525,0.597,0.5,1,0.467,0.9,2.5,3.5,1.1,0,0.1,0.1,0.3,2.3,
276,A.J. Green,SG,73,7,22.7,2.5,5.8,0.429,2.1,5,0.427,0.4,0.8,0.443,0.612,0.3,0.4,0.815,0.2,2.1,2.4,0,0.7,0.3,0,0,2.3,
277,Josh Green,SG,68,67,27.8,2.6,6.2,0.428,1.4,3.6,0.391,1.2,2.5,0.48,0.543,0.7,1.1,0.681,0.8,1.7,2.5,0.1,0.1,0.1,0.2,0.3,2.2,
279,Damion Baugh,SG,15,2,24.7,2.8,8.7,0.323,0.8,3.7,0.214,2,4.9,0.405,0.369,0.9,1,0.867,0.9,2.4,3.3,0.5,0.2,0.1,0.3,0.7,2.2,
280,Alec Burks,SG,49,14,17.6,2.3,5.5,0.424,1.8,4.2,0.425,0.6,1.3,0.422,0.587,0.8,1,0.776,0.3,2.2,2.5,1,0.2,0,0.2,0.3,2.2,
288,Sam Merrill,SG,71,4,19.7,2.4,6,0.406,1.9,5.2,0.372,0.5,0.8,0.625,0.567,0.4,0.4,0.966,0.5,1.7,2.2,1.1,0.3,0,0.3,0.4,2.1,
289,Daeqwon Plowden,SG,6,0,12,2.7,4.2,0.64,1.5,2.8,0.529,1.2,1.3,0.875,0.82,0.3,0.3,1,0.7,1.2,1.8,0.8,0.3,0.1,0.8,0.1,2.1,
291,Josh Okogie,SG,40,7,15.6,2.4,5.3,0.443,0.8,2.3,0.348,1.6,3,0.517,0.519,1.6,2.1,0.741,1.1,1.7,2.8,0.5,0,0,0.1,0.4,2.1,
292,Jalen Hood-Schifino,SG,15,0,21,2.5,6.5,0.378,0.9,3.1,0.304,1.5,3.5,0.442,0.449,1.2,1.4,0.857,0.2,1.6,1.8,0.4,0.1,0.1,0.3,1,2.1,
294,Alex Caruso,SG,54,3,19.3,2.6,5.8,0.446,1.1,3.1,0.353,1.5,2.7,0.556,0.541,0.8,0.9,0.824,0.7,2.2,2.9,0.4,0.4,0.2,0.2,0.8,2.1,
297,Marcus Garrett,SG,4,0,19.8,2.8,6.8,0.407,0.8,2,0.375,2,4.8,0.421,0.463,0.8,1,0.75,0.3,1.3,1.5,1,0.3,0.4,0.3,1.4,2.1,
299,Jaylen Sims,SG,6,0,18.7,2,4.7,0.429,1,2.5,0.4,1,2.2,0.462,0.536,2,2.5,0.8,0.5,0.5,1,0.6,0.4,0.2,0.4,0.1,2,
305,Antonio Reeves,SG,44,6,15,2.6,5.6,0.456,1.2,2.9,0.395,1.4,2.7,0.521,0.558,0.6,0.8,0.8,0.4,1,1.4,1.7,0.3,0.1,0.4,0.6,2,
308,Eric Gordon,SG,39,13,19.7,2.2,5.2,0.426,1.4,3.5,0.409,0.8,1.7,0.463,0.564,0.9,1.2,0.75,0.2,1,1.2,0.3,0,0,0.3,0.3,2,
311,DaQuan Jeffries,SG,47,20,22.8,2.5,6.2,0.405,1.2,3.5,0.335,1.3,2.7,0.496,0.5,0.5,0.6,0.8,0.8,2.1,2.9,0.6,0.2,0.1,0.3,0.6,1.9,
312,Lester Quiñones,SG,13,0,14.1,2.4,6,0.397,1,3.4,0.295,1.4,2.6,0.529,0.481,0.8,1,0.846,0.3,1.2,1.5,0.4,0,0.6,0.8,1.3,1.9,
317,Vince Williams Jr.,SG,27,5,18.5,2.5,6.2,0.401,1,3.5,0.274,1.5,2.7,0.569,0.479,0.7,0.9,0.792,0.8,2.8,3.6,0.9,0.3,0.1,0.1,1,1.9,
320,Seth Curry,SG,68,14,15.6,2.4,5,0.478,1.2,2.7,0.456,1.2,2.4,0.503,0.599,0.5,0.6,0.846,0.4,1.3,1.7,1.1,0.6,0.1,0.4,0.8,1.9,
322,Talen Horton-Tucker,SG,58,0,12.5,2.3,5,0.457,0.7,2.1,0.336,1.6,2.9,0.544,0.527,1.2,1.7,0.735,0.3,1.4,1.7,0.6,0.2,0.4,0.6,1.2,1.8,
324,Ajay Mitchell,SG,36,1,16.6,2.5,5.1,0.495,0.6,1.7,0.383,1.9,3.4,0.548,0.557,0.8,1,0.829,0.5,1.4,1.9,0.7,0.2,0.2,0.8,0.8,1.8,
325,Gary Payton II,SG,62,11,15,2.8,4.8,0.574,0.5,1.5,0.326,2.3,3.3,0.69,0.626,0.4,0.6,0.711,0.9,2.1,3,0.3,0.2,0.1,0.1,0.4,1.8,
337,Dru Smith,SG,14,1,19.1,2.2,4.4,0.508,1.1,2.1,0.533,1.1,2.2,0.484,0.639,0.6,0.9,0.75,0.9,1.7,2.6,0,0,0,0.2,0.7,1.8,
338,Isaac Okoro,SG,55,22,19.1,2.3,4.9,0.464,1,2.7,0.371,1.2,2.1,0.586,0.569,0.6,0.8,0.717,0.9,1.5,2.4,0.3,0.1,0.1,0.2,0.9,1.8,
346,Isaiah Wong,SG,20,0,13.3,2.1,5.3,0.39,0.7,1.7,0.394,1.4,3.6,0.389,0.452,1.3,1.7,0.735,0.7,0.9,1.6,1,0,0,0.2,0.3,1.8,
360,Landry Shamet,SG,50,0,15.2,2.1,4.6,0.461,1.2,3.1,0.397,0.9,1.5,0.595,0.596,0.2,0.4,0.667,0.2,1,1.2,0.3,0.2,0.1,0.2,0.4,1.7,
362,Shake Milton,SG,57,2,14.7,2,4.5,0.453,0.7,1.9,0.358,1.4,2.6,0.52,0.528,0.8,1,0.797,0.5,1.3,1.8,0.2,0.2,0,0.2,0.6,1.7,
368,Kobe Bufkin,SG,10,0,12.4,1.8,4.7,0.383,0.4,1.9,0.211,1.4,2.8,0.5,0.426,1.3,1.8,0.722,0.5,1.6,2.1,0.2,0,0.2,0.1,0.6,1.7,
370,Pat Connaughton,SG,41,1,14.7,2,4.3,0.469,0.6,2,0.321,1.4,2.3,0.594,0.542,0.6,0.8,0.774,0.5,2.2,2.7,0.3,0.2,0,0,0.5,1.7,
372,Ben Sheppard,SG,63,9,19.5,1.9,4.6,0.418,1.1,3.2,0.342,0.8,1.4,0.591,0.537,0.4,0.4,0.889,0.7,2.1,2.8,0.6,0.1,0.3,0.4,0.9,1.7,
375,Javonte Green,SG,68,19,18.5,1.8,4.2,0.429,0.7,2.1,0.326,1.1,2.1,0.527,0.509,0.8,1.1,0.724,0.9,2.3,3.2,0.8,0.2,0.5,0.4,1.2,1.6,
381,Malaki Branham,SG,47,0,9.1,1.9,4,0.458,0.7,1.8,0.405,1.1,2.3,0.5,0.547,0.6,0.7,0.818,0.1,0.9,1.1,0.9,0.1,0,0.2,0.4,1.6,
